Tag Counts:
Tag,Count
dns,204
http,207
http_alt,189
https,213
mail_imap,234
mail_imap_ssl,221
mail_pop3,195
mail_smtp,211
mysql,210
postgresql,190
rdp,217
ssh,211
Untagged,7498

Port/Protocol Combination Counts:
Port,Protocol,Count
34991,tcp,1
35014,udp,1
35052,tcp,1
35138,udp,1
35233,icmp,1
35289,udp,1
35520,tcp,1
35731,tcp,1
35755,tcp,1
35817,icmp,1
35855,udp,1
35958,icmp,1
36191,udp,1
36477,tcp,1
36587,udp,1
36630,udp,1
37011,udp,1
37020,tcp,1
37035,udp,1
37044,udp,1
37049,tcp,1
37320,udp,1
37327,udp,1
37481,icmp,1
37681,icmp,1
37686,tcp,1
37690,udp,1
37890,udp,1
37916,icmp,1
38028,icmp,1
38081,icmp,1
38125,udp,1
38156,icmp,1
38166,tcp,1
38347,icmp,1
38487,udp,1
38496,icmp,1
3853,icmp,1
38563,tcp,1
3857,tcp,1
38689,icmp,1
38734,tcp,1
38748,tcp,1
38867,icmp,1
39008,tcp,1
39150,udp,1
39355,tcp,1
39383,tcp,1
39396,udp,1
39570,udp,1
39618,tcp,1
39627,udp,1
39671,icmp,1
39708,udp,1
39876,tcp,1
40001,udp,1
40015,tcp,1
40040,udp,1
40116,udp,1
40279,tcp,1
40352,udp,1
40392,tcp,1
40510,udp,1
40539,icmp,1
4064,udp,1
40697,tcp,1
40909,udp,1
40958,tcp,1
41053,udp,1
41154,udp,1
41168,icmp,1
41270,icmp,1
41407,tcp,1
41466,tcp,1
41520,udp,1
41577,tcp,1
41606,icmp,1
41608,icmp,1
41707,udp,1
41765,icmp,1
42046,tcp,1
42096,icmp,1
42144,tcp,1
42274,icmp,1
42358,udp,1
4245,icmp,1
42476,icmp,1
42525,udp,1
42679,icmp,1
42715,icmp,1
42730,udp,1
42765,tcp,1
42881,icmp,1
42969,udp,1
43057,tcp,1
4325,tcp,1
43252,tcp,1
43269,tcp,1
43291,tcp,1
43353,tcp,1
43480,tcp,1
43519,udp,1
43534,icmp,1
43554,icmp,1
4356,tcp,1
43682,icmp,1
43683,udp,1
43716,tcp,1
43801,tcp,1
43852,icmp,1
43863,icmp,1
44030,tcp,1
44032,udp,1
44165,tcp,1
443,icmp,215
443,tcp,213
443,udp,215
44362,icmp,1
44716,tcp,1
44783,tcp,1
44968,icmp,1
45051,icmp,1
45057,tcp,1
45212,udp,1
45227,udp,1
45295,tcp,1
4530,icmp,1
45378,icmp,1
45493,icmp,1
45509,tcp,1
45752,tcp,1
46027,udp,1
46118,tcp,1
46275,udp,1
46409,udp,1
465,icmp,217
465,tcp,202
465,udp,211
46545,icmp,1
46575,icmp,1
46644,udp,1
46660,udp,1
47034,udp,1
47070,tcp,1
47262,icmp,1
47653,udp,1
47736,icmp,1
48025,tcp,1
4804,tcp,1
48102,tcp,1
48110,icmp,1
48292,icmp,1
48373,icmp,1
4845,udp,1
4854,udp,1
48681,udp,1
48687,udp,1
4871,tcp,1
48716,udp,1
48827,udp,1
49217,icmp,1
49302,icmp,1
49344,icmp,1
49345,udp,1
4950,icmp,1
49550,icmp,1
49609,icmp,1
49746,udp,1
49771,tcp,1
49792,icmp,1
49947,tcp,1
5000,udp,1
50049,udp,1
50054,icmp,1
50145,icmp,1
50202,icmp,1
50283,udp,1
50287,icmp,1
50590,udp,1
50591,tcp,1
50673,tcp,1
50700,icmp,1
50808,icmp,1
50824,icmp,1
5088,tcp,1
51189,icmp,1
51304,udp,1
51441,icmp,1
5146,icmp,1
51511,icmp,1
51545,icmp,1
51554,tcp,1
51568,udp,1
51806,udp,1
51876,udp,1
51897,udp,1
52254,udp,1
52282,udp,1
52346,udp,1
52415,udp,1
5243,icmp,1
52647,tcp,1
52784,udp,1
52983,tcp,1
53,icmp,203
53,tcp,204
53,udp,204
53117,icmp,1
5323,tcp,1
5325,tcp,1
53304,tcp,1
53337,udp,1
53357,icmp,1
53380,udp,1
53598,udp,1
53729,tcp,1
53965,tcp,1
53965,udp,1
53995,tcp,1
54103,icmp,1
54146,tcp,1
54225,icmp,1
54245,tcp,1
54289,tcp,1
54291,tcp,1
5432,icmp,227
5432,tcp,190
5432,udp,212
54384,tcp,1
54474,tcp,1
54567,icmp,1
54596,udp,1
54678,icmp,1
54688,tcp,1
54721,udp,1
5478,udp,1
54859,udp,1
55109,udp,1
55134,tcp,1
55184,udp,1
55226,udp,1
55228,tcp,1
55334,udp,1
55347,udp,1
55446,icmp,1
55489,tcp,1
55869,icmp,1
56021,udp,1
5618,tcp,1
56187,tcp,1
56213,icmp,1
56249,tcp,1
56291,tcp,1
56394,tcp,1
56424,udp,1
56459,udp,1
57047,tcp,1
57285,tcp,1
57338,tcp,1
57407,tcp,1
57538,icmp,1
57613,tcp,1
57655,tcp,1
57690,udp,1
57730,tcp,1
57738,icmp,1
57810,tcp,1
57813,udp,1
57843,udp,1
57859,icmp,1
5793,udp,1
58007,tcp,1
58088,icmp,1
58392,udp,1
58397,udp,1
58524,udp,1
58553,icmp,1
58629,tcp,1
58637,tcp,1
58646,udp,1
58734,tcp,1
59046,tcp,1
59111,tcp,1
59161,udp,1
59277,udp,1
59298,icmp,1
59414,udp,1
59434,tcp,1
59497,icmp,1
59549,tcp,1
5960,icmp,1
59621,tcp,1
59643,tcp,1
59650,tcp,1
59772,tcp,1
59834,icmp,1
59962,tcp,1
60052,tcp,1
60158,icmp,1
60180,tcp,1
60342,icmp,1
60358,tcp,1
60388,tcp,1
60459,udp,1
60610,udp,1
6077,icmp,1
60930,icmp,1
61144,tcp,1
61189,icmp,1
61209,tcp,1
61542,tcp,1
62072,udp,1
62077,udp,1
62113,icmp,1
62235,udp,1
62365,tcp,1
62384,udp,1
62403,icmp,1
62512,icmp,1
62548,tcp,1
62599,tcp,1
62916,tcp,1
6294,tcp,1
62947,icmp,1
63048,tcp,1
63078,icmp,1
63176,tcp,1
63417,udp,1
63436,tcp,1
63533,icmp,1
63568,icmp,1
63591,udp,1
63652,icmp,1
63660,udp,1
6390,tcp,1
63922,tcp,1
63940,icmp,1
63977,tcp,1
64076,udp,1
64116,udp,1
6430,icmp,1
64401,tcp,1
64485,udp,1
64713,udp,1
64980,icmp,1
65039,tcp,1
65040,icmp,1
65057,tcp,1
6510,tcp,1
65106,tcp,1
65176,udp,1
65241,icmp,1
6527,tcp,1
65356,tcp,1
65462,icmp,1
65474,udp,1
65478,icmp,1
6618,tcp,1
6672,icmp,1
6730,tcp,1
6735,udp,1
6767,udp,1
6807,icmp,1
6957,icmp,1
7049,icmp,1
7107,icmp,1
7325,tcp,1
7392,udp,1
7832,udp,1
7956,icmp,1
7982,tcp,1
80,icmp,193
80,tcp,207
80,udp,194
8065,tcp,1
8080,icmp,187
8080,tcp,189
8080,udp,208
8122,icmp,1
8208,icmp,1
8397,udp,1
8743,tcp,1
8836,udp,1
8873,icmp,1
8981,tcp,1
9091,tcp,1
9155,icmp,1
9167,icmp,1
9331,icmp,1
9601,tcp,1
9774,udp,1
9807,tcp,1
9813,udp,1
9833,icmp,1
9898,tcp,1
993,icmp,193
993,tcp,221
993,udp,225
995,icmp,191
995,tcp,202
995,udp,203

Processed Lines: 10000
Skipped Lines: 0
