Tag Counts:
Tag,Count
dns,210
http,207
http_alt,213
https,226
mail_imap,199
mail_imap_ssl,201
mail_pop3,213
mail_smtp,208
mysql,200
postgresql,215
rdp,196
ssh,218
Untagged,7494

Port/Protocol Combination Counts:
Port,Protocol,Count
22,udp,195
22129,udp,1
22371,udp,1
22754,icmp,1
22869,icmp,1
22912,tcp,1
23100,tcp,1
23223,tcp,1
23320,icmp,1
23387,icmp,1
23439,udp,1
23677,tcp,1
23683,udp,1
2372,icmp,1
2374,tcp,1
23762,tcp,1
23835,udp,1
24065,udp,1
24156,tcp,1
24400,udp,1
24443,udp,1
24449,udp,1
24458,icmp,1
24567,tcp,1
24680,icmp,1
24796,udp,1
24897,icmp,1
24965,icmp,1
25,icmp,221
25,tcp,208
25,udp,196
25089,icmp,1
25200,icmp,1
25286,icmp,1
25317,tcp,1
25361,udp,1
25414,udp,1
25438,tcp,1
25524,icmp,1
25679,tcp,1
25809,tcp,1
25856,tcp,1
25857,icmp,1
25870,icmp,1
25904,udp,1
26086,tcp,1
26318,icmp,1
26429,tcp,1
26487,icmp,1
26564,icmp,1
26716,tcp,1
2683,icmp,1
26835,tcp,1
26903,tcp,1
26921,tcp,1
2704,udp,1
27329,tcp,1
27357,udp,1
27363,udp,1
27446,tcp,1
2751,tcp,1
27567,icmp,1
2763,udp,1
27639,udp,1
2764,icmp,1
27651,udp,1
27664,icmp,1
27806,tcp,1
27899,tcp,1
27931,udp,1
27965,udp,1
27966,udp,1
28105,udp,1
2815,icmp,1
28385,tcp,1
28404,tcp,1
28603,tcp,1
28657,tcp,1
28721,icmp,1
28848,tcp,1
28850,icmp,1
28918,udp,1
28930,udp,1
29156,udp,1
29162,udp,1
29265,tcp,1
29384,icmp,1
29466,tcp,1
29690,tcp,1
29824,udp,1
29850,icmp,1
29863,icmp,1
29890,tcp,1
2995,icmp,1
30010,tcp,1
3003,icmp,1
30161,icmp,1
30201,tcp,1
30224,udp,1
30321,icmp,1
30392,icmp,1
30422,icmp,1
30449,icmp,1
30485,udp,1
30605,icmp,1
30674,udp,1
30868,udp,1
3087,icmp,1
3093,tcp,1
30935,udp,1
3109,icmp,1
31100,tcp,1
31152,udp,1
31250,udp,1
31388,tcp,1
31607,udp,1
31655,tcp,1
31769,tcp,1
31818,icmp,1
31866,icmp,1
3189,icmp,1
31981,tcp,1
32063,tcp,1
3213,udp,1
32404,udp,1
32441,udp,1
32513,icmp,1
32555,tcp,1
32577,udp,1
32813,tcp,1
3306,icmp,199
3306,tcp,200
3306,udp,202
33134,tcp,1
33208,icmp,1
33225,tcp,1
33408,tcp,1
33440,udp,1
33449,udp,1
3347,icmp,1
33610,icmp,1
33640,icmp,1
33664,tcp,1
3389,icmp,224
3389,tcp,196
3389,udp,215
33940,tcp,1
33967,icmp,1
33976,icmp,1
34157,udp,1
34239,tcp,1
3426,udp,1
34477,udp,1
34730,tcp,1
34745,tcp,1
34871,icmp,1
34915,icmp,1
34935,tcp,1
3501,udp,1
35069,tcp,1
35181,udp,1
35258,tcp,1
35276,tcp,1
35478,udp,1
35527,tcp,1
35631,icmp,1
35690,tcp,1
35821,tcp,1
35859,udp,1
36021,udp,1
36135,icmp,1
36139,udp,1
36252,icmp,1
36388,tcp,1
36481,tcp,1
36561,icmp,1
36583,tcp,1
36756,tcp,1
36823,udp,1
36974,udp,1
37155,udp,1
37307,udp,1
3731,icmp,1
37346,tcp,1
37352,tcp,1
37622,icmp,1
3773,tcp,1
37767,tcp,1
37841,udp,1
38034,icmp,1
3807,udp,1
38110,udp,1
38144,icmp,1
38441,tcp,1
38465,icmp,1
38482,tcp,1
38617,icmp,1
38670,tcp,1
38814,udp,1
38984,tcp,1
39153,tcp,1
39177,udp,1
39195,tcp,1
39207,udp,1
39373,tcp,1
39381,udp,1
39415,tcp,1
39439,udp,1
39547,udp,1
39627,icmp,1
3967,tcp,1
39715,icmp,1
39750,icmp,1
39761,tcp,1
39904,udp,1
39930,icmp,1
4027,tcp,1
40368,udp,1
40373,icmp,1
40638,icmp,1
4065,tcp,1
40731,udp,1
40804,tcp,1
40813,udp,1
40853,icmp,1
41076,icmp,1
4126,icmp,1
41355,udp,1
41474,icmp,1
41512,udp,1
41751,tcp,1
41898,icmp,1
4221,tcp,1
42266,tcp,1
42666,tcp,1
42730,tcp,1
42733,icmp,1
42969,udp,1
4302,tcp,1
43203,tcp,1
43288,tcp,1
43306,udp,1
43316,tcp,1
43394,tcp,1
43562,tcp,1
43566,udp,1
43599,udp,1
43858,icmp,1
43990,icmp,1
44002,icmp,1
44051,udp,1
44060,udp,1
44069,udp,1
44093,tcp,1
44207,icmp,1
443,icmp,218
443,tcp,226
443,udp,215
44594,icmp,1
44599,icmp,1
44665,icmp,1
44715,udp,1
44722,udp,1
44811,icmp,1
44821,udp,1
44870,tcp,1
44913,tcp,1
45082,icmp,1
45084,tcp,1
4521,icmp,1
45375,icmp,1
45399,udp,1
45513,icmp,1
45560,icmp,1
45619,udp,1
45719,tcp,1
45735,tcp,1
45851,icmp,1
45868,tcp,1
46017,udp,1
46112,udp,1
46211,icmp,1
46282,icmp,1
46302,udp,1
46393,udp,1
46467,tcp,1
465,icmp,203
465,tcp,223
465,udp,189
46525,icmp,1
46684,udp,1
4682,udp,1
4713,icmp,1
47223,udp,1
47227,icmp,1
47262,udp,1
47293,tcp,1
47306,tcp,1
47310,udp,1
47329,icmp,1
47378,icmp,1
47521,tcp,1
48035,tcp,1
48108,icmp,1
4825,icmp,1
48416,icmp,1
4846,tcp,1
48539,tcp,1
4856,udp,1
48612,tcp,1
48741,udp,1
48815,tcp,1
48884,icmp,1
48927,tcp,1
48940,tcp,1
4899,tcp,1
49130,tcp,1
49244,udp,1
49444,udp,1
49461,icmp,1
49568,udp,1
4963,udp,1
49652,icmp,1
49966,udp,1
49989,tcp,1
50085,icmp,1
50206,udp,1
5048,tcp,1
50522,tcp,1
50627,udp,1
50719,udp,1
51009,udp,1
51015,tcp,1
51240,udp,1
51310,udp,1
51444,icmp,1
51462,icmp,1
51469,tcp,1
51579,tcp,1
51659,udp,1
5175,tcp,1
51985,udp,1
52177,udp,1
52239,tcp,1
52242,udp,1
52261,icmp,1
52311,icmp,1
52382,udp,1
52514,udp,1
52730,udp,1
52743,icmp,1
52785,tcp,1
52795,tcp,1
53,icmp,220
53,tcp,229
53,udp,210
53011,tcp,1
53134,udp,1
5318,tcp,1
53463,udp,1
53721,udp,1
53792,udp,1
54223,icmp,1
54247,udp,1
54269,udp,1
5432,icmp,208
5432,tcp,215
5432,udp,211
54340,icmp,1
54376,tcp,1
54418,tcp,1
54428,tcp,1
54688,udp,1
54750,tcp,1
54870,udp,1
55001,tcp,1
55199,icmp,1
55227,udp,1
55346,tcp,1
55393,udp,1
55418,icmp,1
55488,tcp,1
55663,icmp,1
55674,tcp,1
55732,tcp,1
55766,udp,1
55870,tcp,1
55873,udp,1
55928,tcp,1
55951,tcp,1
55963,udp,1
55992,icmp,1
56024,icmp,1
56070,icmp,1
56360,icmp,1
56368,udp,1
56384,icmp,1
56698,udp,1
56820,icmp,1
56832,icmp,1
56981,tcp,1
57033,tcp,1
57335,udp,1
57381,tcp,1
57387,icmp,1
57849,tcp,1
57873,tcp,1
57930,udp,1
57936,udp,1
58014,icmp,1
58071,udp,1
5831,icmp,1
5836,icmp,1
58492,tcp,1
58674,udp,1
58686,udp,1
58740,icmp,1
58784,icmp,1
58803,icmp,1
59277,tcp,1
5929,icmp,1
5938,tcp,1
5978,udp,1
5991,tcp,1
60151,udp,1
60154,icmp,1
60284,tcp,1
60339,icmp,1
60339,udp,1
60434,tcp,1
60462,udp,1
61064,icmp,1
61349,udp,1
61447,icmp,1
61617,udp,1
6179,tcp,1
61853,udp,1
61884,udp,1
62138,icmp,1
62148,udp,1
62468,udp,1
6258,icmp,1
63172,tcp,1
63181,tcp,1
63214,icmp,1
63307,icmp,1
63423,tcp,1
63443,tcp,1
63651,udp,1
63699,tcp,1
6380,icmp,1
63807,udp,1
63830,icmp,1
63838,icmp,1
63913,icmp,1
63960,udp,1
64021,udp,1
64080,icmp,1
64106,udp,1
64132,udp,1
6416,tcp,1
64229,udp,1
64311,tcp,1
64425,icmp,1
64476,icmp,1
64513,icmp,1
64566,udp,1
64900,icmp,1
65313,icmp,1
65329,udp,1
6534,udp,1
6535,tcp,1
65428,udp,1
65444,udp,1
6658,icmp,1
6712,tcp,1
6716,icmp,1
6828,tcp,1
6843,udp,1
6940,tcp,1
7067,icmp,1
7091,tcp,1
7180,tcp,1
7321,udp,1
7326,tcp,1
7386,tcp,1
7576,udp,1
7642,udp,1
7681,udp,1
7889,tcp,1
7962,udp,1
80,icmp,194
80,tcp,207
80,udp,195
8063,udp,1
8080,icmp,205
8080,tcp,213
8080,udp,218
8085,udp,1
8186,udp,1
8196,tcp,1
8235,icmp,1
8334,tcp,1
8560,udp,1
8577,tcp,1
8634,udp,1
8670,tcp,1
8767,icmp,1
9047,udp,1
9230,tcp,1
9250,icmp,1
9407,udp,1
9489,tcp,1
9709,icmp,1
9742,icmp,1
9869,udp,1
993,icmp,208
993,tcp,201
993,udp,199
995,icmp,218
995,tcp,212
995,udp,206
9984,tcp,1
9988,udp,1

Processed Lines: 10000
Skipped Lines: 0
