Tag Counts:
Tag,Count
dns,212
http,205
http_alt,225
https,178
mail_imap,210
mail_imap_ssl,194
mail_pop3,207
mail_smtp,197
mysql,208
postgresql,193
rdp,227
ssh,220
Untagged,7524

Port/Protocol Combination Counts:
Port,Protocol,Count
41414,icmp,1
41485,tcp,1
41494,icmp,1
41683,udp,1
41719,icmp,1
41734,udp,1
41763,icmp,1
41869,udp,1
41878,icmp,1
41966,icmp,1
42088,icmp,1
42142,icmp,1
42299,icmp,1
43127,udp,1
43151,udp,1
43184,udp,1
43350,udp,1
43639,tcp,1
43682,tcp,1
43861,udp,1
43955,udp,1
4424,udp,1
443,icmp,207
443,tcp,178
443,udp,195
44396,icmp,1
4469,udp,1
44849,icmp,1
44872,icmp,1
44872,udp,1
45164,tcp,1
45287,udp,1
45415,tcp,1
45450,icmp,1
45641,tcp,1
45663,udp,1
45667,tcp,1
45670,icmp,1
45683,tcp,1
45736,udp,1
45908,tcp,1
45974,icmp,1
4615,tcp,1
46171,icmp,1
46393,udp,1
46497,tcp,1
465,icmp,217
465,tcp,205
465,udp,220
46510,icmp,1
46577,udp,1
46635,udp,1
46819,tcp,1
46872,icmp,1
46888,udp,1
46955,udp,1
46992,tcp,1
47014,icmp,1
47207,tcp,1
47256,tcp,1
47330,icmp,1
47345,icmp,1
47476,icmp,1
47494,udp,1
47585,icmp,1
47762,icmp,1
47822,udp,1
4796,icmp,1
48111,tcp,1
48170,tcp,1
4822,icmp,1
48257,udp,1
48260,tcp,1
48338,tcp,1
48501,tcp,1
48536,udp,1
48582,tcp,1
48735,udp,1
49148,icmp,1
49216,udp,1
49585,icmp,1
49647,udp,1
49708,tcp,1
49784,tcp,1
49826,icmp,1
49933,icmp,1
49954,tcp,1
50015,icmp,1
50060,udp,1
50142,tcp,1
50256,icmp,1
50422,icmp,1
50557,tcp,1
5058,icmp,1
50725,icmp,1
50878,tcp,1
50894,udp,1
50897,icmp,1
51114,udp,1
51428,udp,1
51466,icmp,1
51481,tcp,1
51482,udp,1
51541,udp,1
51633,tcp,1
51680,udp,1
51712,udp,1
51789,udp,1
51795,udp,1
51890,icmp,1
51914,udp,1
52071,udp,1
52348,tcp,1
52437,tcp,1
52523,tcp,1
5261,tcp,1
52836,udp,1
52859,tcp,1
52899,tcp,1
52986,tcp,1
53,icmp,211
53,tcp,180
53,udp,212
53091,icmp,1
53113,icmp,1
53258,tcp,1
53273,tcp,1
53362,udp,1
53415,tcp,1
5359,udp,1
53693,tcp,1
53708,udp,1
53735,udp,1
53815,icmp,1
53872,icmp,1
53932,icmp,1
53963,tcp,1
54136,tcp,1
54178,tcp,1
54186,udp,1
54198,udp,1
5432,icmp,206
5432,tcp,193
5432,udp,212
54444,udp,1
54788,tcp,1
55090,tcp,1
55362,tcp,1
55376,tcp,1
55595,icmp,1
55632,udp,1
5565,icmp,1
55789,tcp,1
55922,udp,1
5626,icmp,1
56339,udp,1
56431,icmp,1
56630,udp,1
56646,tcp,1
56691,icmp,1
56775,tcp,1
56832,icmp,1
5694,udp,1
57138,udp,1
57152,icmp,1
57699,tcp,1
57822,udp,1
57885,udp,1
58013,tcp,1
58091,udp,1
58094,tcp,1
58144,icmp,1
58309,tcp,1
58326,tcp,1
58345,tcp,1
58356,tcp,1
58472,icmp,1
58682,udp,1
58883,icmp,1
58996,udp,1
5908,udp,1
59111,icmp,1
59204,icmp,1
59207,tcp,1
59222,tcp,1
59245,icmp,1
59467,icmp,1
59514,icmp,1
5955,udp,1
59617,icmp,1
59619,icmp,1
59647,icmp,1
59710,udp,1
59801,tcp,1
60124,udp,1
60268,icmp,1
60279,icmp,1
6028,tcp,1
60308,udp,1
60346,udp,1
60350,icmp,1
60442,icmp,1
60622,icmp,1
60730,icmp,1
60739,udp,1
6110,icmp,1
61321,icmp,1
61529,icmp,1
61546,icmp,1
61708,tcp,1
62065,tcp,1
62290,tcp,1
62432,udp,1
62546,tcp,1
62614,icmp,1
62627,tcp,1
62818,icmp,1
62879,udp,1
62915,icmp,1
62969,tcp,1
63005,udp,1
63064,icmp,1
63133,tcp,2
63498,icmp,1
63561,icmp,1
63712,tcp,1
63810,udp,1
63950,tcp,1
63982,tcp,1
64077,udp,1
64361,udp,1
64453,udp,1
64472,tcp,1
64551,tcp,1
64566,icmp,1
64703,udp,1
64788,tcp,1
64981,udp,1
64982,icmp,1
65006,icmp,1
65020,udp,1
65273,udp,1
65376,udp,1
6766,tcp,1
6808,tcp,1
6880,udp,1
7013,icmp,1
7133,icmp,1
7188,tcp,1
7197,icmp,1
7202,tcp,1
7286,tcp,1
7339,tcp,1
7581,udp,1
7684,udp,1
7901,udp,1
80,icmp,220
80,tcp,205
80,udp,200
8017,icmp,1
8049,tcp,1
8080,icmp,216
8080,tcp,225
8080,udp,202
8125,udp,1
8497,tcp,1
8804,icmp,1
8839,tcp,1
8865,udp,1
9088,icmp,1
9213,icmp,1
9222,icmp,1
9297,udp,1
9412,icmp,1
9657,icmp,1
9833,tcp,1
993,icmp,198
993,tcp,194
993,udp,209
995,icmp,196
995,tcp,210
995,udp,208

Processed Lines: 10000
Skipped Lines: 0
